molecule_chembl_id,canonical_smiles,standard_value,target_id,target_name,bioactivity_class,standard_value_norm,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL455496,O=C(O)CCSc1nnc(SCCC(=O)O)s1,17000.0,CHEMBL5619,PIM1 kinase,inactive,17000.0,4.769551078621726,294.37899999999996,1.6717,2.0,7.0
CHEMBL460982,Cc1ccc2c(c1)c1nnc(SCc3ccc(CC(=O)O)cc3)nc1n2C(=O)O,15000.0,CHEMBL5619,PIM1 kinase,inactive,15000.0,4.823908740944319,408.43900000000014,3.7334200000000015,2.0,7.0
CHEMBL460563,O=C(O)CCn1c(=S)n(CCC(=O)O)c2ccccc21,15000.0,CHEMBL5619,PIM1 kinase,inactive,15000.0,4.823908740944319,294.332,2.1216899999999996,2.0,5.0
CHEMBL509657,O=C(O)Cn1c(=O)n(CC(=O)O)c2ccccc21,16000.0,CHEMBL5619,PIM1 kinase,inactive,16000.0,4.795880017344075,250.21,-0.02779999999999916,2.0,5.0
CHEMBL448958,Cc1oc(C(=O)O)cc1CSCC(C)C(=O)O,22000.0,CHEMBL5619,PIM1 kinase,inactive,22000.0,4.657577319177793,258.29499999999996,2.24012,2.0,4.0
CHEMBL512761,Cc1cc(C(=O)O)c(CSCc2cc(C(=O)O)oc2C)o1,20000.0,CHEMBL5619,PIM1 kinase,inactive,20000.0,4.698970004336019,310.32700000000006,3.3192400000000015,2.0,5.0
CHEMBL462261,O=C(O)CCCN1C(=O)/C(=C2/C(=O)N(CC(=O)O)c3ccccc32)SC1=S,12000.0,CHEMBL5619,PIM1 kinase,inactive,12000.0,4.920818753952375,406.4410000000001,1.554,2.0,6.0
CHEMBL460783,O=C(O)CC1OC(=O)c2cc3c(cc21)C(=O)OC3CC(=O)O,11000.0,CHEMBL5619,PIM1 kinase,inactive,11000.0,4.958607314841775,306.22600000000006,1.0590000000000002,2.0,6.0
CHEMBL448036,Cc1nc2ccc(C(=O)O)cc2c(O)c1CCC(=O)O,20000.0,CHEMBL5619,PIM1 kinase,inactive,20000.0,4.698970004336019,275.25999999999993,1.9642199999999999,3.0,4.0
CHEMBL460784,O=C(O)CSc1cc(-c2ccccc2)nc(SCC(=O)O)n1,19000.0,CHEMBL5619,PIM1 kinase,inactive,19000.0,4.721246399047171,336.3940000000001,2.497,2.0,6.0
CHEMBL510354,Cc1oc(C)c(C(=O)NCC(=O)O)c1C(=O)NCC(=O)O,26000.0,CHEMBL5619,PIM1 kinase,inactive,26000.0,4.585026652029182,298.251,-0.47475999999999924,4.0,5.0
CHEMBL510282,Nc1ncnc2[nH]c(SCCC(=O)O)nc12,20000.0,CHEMBL5619,PIM1 kinase,inactive,20000.0,4.698970004336019,239.25999999999996,0.5018999999999998,3.0,6.0
CHEMBL512261,Cc1ccc(-c2ccc(CCC(=O)O)n2CC(=O)O)cc1,12000.0,CHEMBL5619,PIM1 kinase,inactive,12000.0,4.920818753952375,287.31499999999994,2.56532,2.0,3.0
CHEMBL460347,O=C(O)c1ccc(Oc2ccc(S(=O)(=O)c3ccc(C(=O)O)c(C(=O)O)c3)cc2)cc1,10000.0,CHEMBL5619,PIM1 kinase,inactive,10000.0,5.0,442.4010000000002,3.4063000000000008,3.0,6.0
CHEMBL517107,O=C(O)CN1C(=O)/C(=C2/C(=O)N(CC(=O)O)c3ccccc32)SC1=S,13000.0,CHEMBL5619,PIM1 kinase,inactive,13000.0,4.886056647693163,378.38700000000006,0.7738,2.0,6.0
CHEMBL517857,O=C(O)CN1C(=O)/C(=C2\SC(=S)N(NC(=O)c3ccccc3O)C2=O)c2ccccc21,11000.0,CHEMBL5619,PIM1 kinase,inactive,11000.0,4.958607314841775,455.4730000000002,1.7397999999999996,3.0,7.0
CHEMBL447111,Cc1ccc(OCc2ccoc2C(=O)O)cc1C,11000.0,CHEMBL5619,PIM1 kinase,inactive,11000.0,4.958607314841775,246.262,3.1736400000000016,1.0,3.0
CHEMBL448841,O=C(O)c1oc2ccccc2c1CSc1ccccn1,27000.0,CHEMBL5619,PIM1 kinase,inactive,27000.0,4.568636235841013,285.32399999999996,3.8183000000000025,1.0,4.0
CHEMBL505863,Cc1oc(CSCC2CCCO2)cc1C(=O)O,16000.0,CHEMBL5619,PIM1 kinase,inactive,16000.0,4.795880017344075,256.3229999999999,2.6984200000000005,1.0,4.0
CHEMBL500760,O=C(O)CCNc1ccc(Br)cc1C(=O)O,32000.0,CHEMBL5619,PIM1 kinase,inactive,32000.0,4.494850021680094,288.097,2.0339,3.0,3.0
CHEMBL511379,O=C(O)CCC1(CCC(=O)O)c2ccccc2-c2ccccc21,50000.0,CHEMBL5619,PIM1 kinase,inactive,50000.0,4.301029995663981,310.34900000000005,3.6827000000000023,2.0,2.0
CHEMBL145352,O=C(Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12)c1ccccc1,27000.0,CHEMBL5619,PIM1 kinase,inactive,27000.0,4.568636235841013,423.42400000000015,2.2911,4.0,6.0
CHEMBL468905,CC1([N+](=O)[O-])CN(CCC(=O)O)CN(CCC(=O)O)C1,50000.0,CHEMBL5619,PIM1 kinase,inactive,50000.0,4.301029995663981,289.288,-0.45369999999999777,2.0,6.0
CHEMBL469106,O=C(O)CCn1c(=O)[nH]c(=O)n(CCC(=O)O)c1=O,33000.0,CHEMBL5619,PIM1 kinase,inactive,33000.0,4.481486060122113,273.201,-2.3522999999999987,3.0,7.0
CHEMBL498855,O=C(O)CCS(=O)(=O)CCC(=O)O,40000.0,CHEMBL5619,PIM1 kinase,inactive,40000.0,4.3979400086720375,210.20699999999997,-0.6494,2.0,4.0
CHEMBL509918,O=C(O)CC[S+]([O-])CCC(=O)O,40000.0,CHEMBL5619,PIM1 kinase,inactive,40000.0,4.3979400086720375,194.20799999999997,-0.31550000000000017,2.0,3.0
CHEMBL500208,O=C(O)CSc1cccc(C(=O)O)c1,33000.0,CHEMBL5619,PIM1 kinase,inactive,33000.0,4.481486060122113,212.226,1.5615,2.0,3.0
CHEMBL468074,O=C(O)c1cccc(NC(=O)C2CCCCC2C(=O)O)c1,55000.0,CHEMBL5619,PIM1 kinase,inactive,55000.0,4.259637310505756,291.30299999999994,2.2142999999999997,3.0,3.0
CHEMBL467863,Cc1nc(N(CCC(=O)O)CCC(=O)O)sc1C(C)(C)C,60000.0,CHEMBL5619,PIM1 kinase,inactive,60000.0,4.221848749616356,314.4070000000001,2.5048200000000005,2.0,5.0
CHEMBL468072,O=C(O)CNS(=O)(=O)c1ccc2c(c1)C(=O)c1cc(S(=O)(=O)NCC(=O)O)ccc1-2,50000.0,CHEMBL5619,PIM1 kinase,inactive,50000.0,4.301029995663981,454.43800000000016,-0.37619999999999987,4.0,7.0
CHEMBL503504,Cc1oc(C(=O)O)cc1CSCc1cc(C(=O)O)oc1C,40000.0,CHEMBL5619,PIM1 kinase,inactive,40000.0,4.3979400086720375,310.327,3.3192400000000015,2.0,5.0
CHEMBL446487,O=C(O)CCC(=O)NC(Cc1ccccc1)C(=O)O,40000.0,CHEMBL5619,PIM1 kinase,inactive,40000.0,4.3979400086720375,265.265,0.6632999999999996,3.0,3.0
CHEMBL462689,COc1ccc(S(=O)(=O)N2CCC(C(=O)O)CC2)cc1C(=O)O,30000.0,CHEMBL5619,PIM1 kinase,inactive,30000.0,4.522878745280337,343.35700000000014,0.8787,2.0,5.0
CHEMBL442876,O=C(O)CCn1c(=O)oc2cc(S(=O)(=O)O)ccc21,80000.0,CHEMBL5619,PIM1 kinase,inactive,80000.0,4.096910013008056,287.249,0.31590000000000024,2.0,6.0
CHEMBL461633,O=C(O)CC(CC(=O)Nc1nnn[nH]1)c1ccccc1,30000.0,CHEMBL5619,PIM1 kinase,inactive,30000.0,4.522878745280337,275.26800000000003,0.7867999999999994,3.0,5.0
CHEMBL461842,O=C(O)CCc1nc2cc(C(=O)O)ccc2[nH]1,80000.0,CHEMBL5619,PIM1 kinase,inactive,80000.0,4.096910013008056,234.211,1.2783,3.0,3.0
CHEMBL462049,O=C(O)c1cccc(S(=O)(=O)N2CCCC(c3nc(O)c4nnn(Cc5ccc(F)cc5)c4n3)C2)c1,33000.0,CHEMBL5619,PIM1 kinase,inactive,33000.0,4.481486060122113,512.5230000000003,2.3808000000000007,2.0,9.0
CHEMBL460570,O=C(O)c1cccc(S(=O)(=O)N2CCCC(c3nc(O)c4nnn(Cc5ccccc5Cl)c4n3)C2)c1,87000.0,CHEMBL5619,PIM1 kinase,inactive,87000.0,4.060480747381382,528.9780000000001,2.895100000000001,2.0,9.0
CHEMBL460571,CN(C)c1ccc(-c2noc(C3CCN(S(=O)(=O)c4cccc(C(=O)O)c4)CC3)n2)cc1,40000.0,CHEMBL5619,PIM1 kinase,inactive,40000.0,4.3979400086720375,456.52400000000017,3.0691000000000006,1.0,7.0
CHEMBL512214,CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)CCC(=O)O)cc2)s1,80000.0,CHEMBL5619,PIM1 kinase,inactive,80000.0,4.096910013008056,384.43900000000014,1.7046000000000001,3.0,7.0
CHEMBL461841,C/C(CCc1ccc2c(c1)OCO2)=N\N=C1/NC(=O)CC(C(=O)O)S1,50000.0,CHEMBL5619,PIM1 kinase,inactive,50000.0,4.301029995663981,363.3950000000001,1.7861,2.0,7.0
CHEMBL450862,O=C(O)c1cccc(S(=O)(=O)N2CCS(=O)(=O)CC2)c1,80000.0,CHEMBL5619,PIM1 kinase,inactive,80000.0,4.096910013008056,319.36000000000007,-0.19609999999999972,1.0,5.0
CHEMBL468073,O=C(O)CCS(=O)(=O)c1cccc2c(S(=O)(=O)CCC(=O)O)cccc12,35000.0,CHEMBL5619,PIM1 kinase,inactive,35000.0,4.455931955649724,400.43000000000023,1.3365999999999998,2.0,6.0
CHEMBL467237,O=C(O)c1ccccc1C(=O)NCc1ccc(CNC(=O)c2ccccc2C(=O)O)cc1,30000.0,CHEMBL5619,PIM1 kinase,inactive,30000.0,4.522878745280337,432.43200000000013,2.9430000000000005,4.0,4.0
CHEMBL467238,Nc1ccc(-c2ccc(N)c(S(=O)(=O)O)c2)cc1S(=O)(=O)O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,344.37000000000006,1.0114,4.0,6.0
CHEMBL467239,O=S(=O)(O)CCSc1nnc(SCCS(=O)(=O)O)s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,366.48900000000003,0.4979000000000004,2.0,9.0
CHEMBL453929,O=S(=O)(O)c1cc(O)c2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,384.36500000000007,0.2855000000000002,4.0,7.0
CHEMBL500986,CCOC(=O)C(CCc1nn[nH]n1)(CCc1nn[nH]n1)C(=O)OCC,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,352.35500000000013,-0.6091999999999989,2.0,10.0
CHEMBL541931,O=S(=O)(O)CCCSc1sc2ccccc2[n+]1CCCS(=O)(=O)O.[Cl-],100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,448.00900000000024,-1.1592999999999976,2.0,6.0
CHEMBL469118,O=P(O)(O)c1ccccc1OCCOc1ccccc1P(=O)(O)O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,374.222,0.7503999999999995,4.0,4.0
CHEMBL466002,O=S(=O)(O)c1ccccc1Nc1ccnc(Nc2ccccc2S(=O)(=O)O)n1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,422.44400000000013,2.4572000000000003,4.0,8.0
CHEMBL511372,Cc1cc(C(=O)O)c(CSCc2cc(C(=O)O)c(C)o2)o1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,310.32700000000006,3.3192400000000015,2.0,5.0
CHEMBL466003,O=C(O)CCC1(CCC(=O)O)CCCCC1=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,242.27099999999996,1.8455000000000001,2.0,3.0
CHEMBL461634,COc1cc(-c2nn[nH]n2)ccc1OCC(=O)O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,250.214,0.3386999999999998,2.0,6.0
CHEMBL508178,O=S(=O)(c1cc(S(=O)(=O)N2CCOCC2)c2n[n+]3c4cc(S(=O)(=O)N5CCOCC5)cc(S(=O)(=O)N5CCOCC5)c4[n-]n3c2c1)N1CCOCC1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,804.9079999999996,-2.73299999999999,0.0,14.0
CHEMBL461635,CCOC(=O)c1cnc(SC(C)C(=O)O)nc1N,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,271.298,0.8007,2.0,7.0
CHEMBL461839,CCS(=O)(=O)N1CCN(S(=O)(=O)c2ccc(C(=O)O)cc2)CC1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,362.42900000000014,0.04080000000000106,1.0,5.0
CHEMBL512048,Cc1nc(NC(=O)c2ccco2)sc1C(=O)O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,252.25099999999998,1.99502,2.0,5.0
CHEMBL511180,CN(c1ccc(C(=O)O)cc1)S(=O)(=O)c1cccs1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,297.35699999999997,2.2714000000000008,1.0,4.0
CHEMBL460572,O=C(CCc1nc(-c2ccc(Cl)cc2)no1)Nc1nnn[nH]1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,319.71200000000005,1.4743999999999993,2.0,7.0
CHEMBL459300,O=C(CN1C(=O)c2ccccc2S1(=O)=O)Nc1ccc(Cl)c(C(=O)O)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,394.7920000000001,1.8214000000000004,2.0,5.0
CHEMBL448408,CCNC(=O)c1cc(S(=O)(=O)NCc2ccc(C(=O)O)cc2)c(C)s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,382.4630000000001,1.98292,3.0,5.0
CHEMBL459301,CCNC(=O)c1cc(S(=O)(=O)NCCC(=O)O)c(C)s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,320.392,0.55922,3.0,5.0
CHEMBL502103,CS(=O)(=O)Nc1nc(CC(=O)O)cs1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,236.274,0.14169999999999966,2.0,5.0
CHEMBL459302,O=C(O)c1cccc(NS(=O)(=O)c2cccc3nsnc23)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,335.366,2.1902999999999997,2.0,6.0
CHEMBL462051,COc1ccc(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C(=O)O)cc2)nn1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,428.4260000000001,2.2364999999999995,3.0,7.0
CHEMBL466004,COc1ccc(/C=C/C(=O)O)cc1S(=O)(=O)NCc1cccnc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,348.38000000000005,1.6664999999999999,2.0,5.0
CHEMBL447958,O=C(O)CCCNc1n[nH]c(=O)[nH]c1=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,214.181,-1.2650999999999997,4.0,5.0
CHEMBL460593,O=C(O)CNC(=O)c1cc(=O)[nH]c(=O)[nH]1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,213.149,-2.1224,4.0,4.0
CHEMBL460801,O=C(O)c1ccc(NS(=O)(=O)c2cccs2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,283.33,2.2471000000000005,2.0,4.0
CHEMBL516484,O=C(O)c1cccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,465.4470000000002,3.7806000000000015,3.0,8.0
CHEMBL460802,O=S(=O)(O)CC(O)CSc1nc2ccccc2s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,305.402,1.6371,2.0,6.0
CHEMBL475281,O=C(O)CSC1CCS(=O)(=O)C1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,210.27599999999998,-0.00869999999999993,1.0,4.0
CHEMBL466206,O=C(O)CSc1ccc(C(=O)O)cc1[N+](=O)[O-],100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,257.223,1.4697,2.0,5.0
CHEMBL447590,O=C(O)CNC1CS(=O)(=O)CC1O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,209.22299999999998,-2.1814999999999984,3.0,5.0
CHEMBL461009,C=CCN1C(=S)S/C(=C/C=C2\Sc3ccccc3N2CCCS(=O)(=O)O)C1=S,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,470.6880000000003,4.449000000000004,1.0,7.0
CHEMBL505114,O=C(O)CC1S/C(=N/N=C/c2ccco2)NC1=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,267.266,0.6758000000000002,2.0,6.0
CHEMBL460803,CC1(C)C(C(=O)O)N2C(=O)C(NC(=O)C(C(=O)O)c3ccccc3)C2[S+]1[O-],100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,394.4050000000001,-0.49799999999999756,3.0,5.0
CHEMBL460804,NC(=O)CSc1nc2ccc(NC(=O)c3ccccc3C(=O)O)cc2s1,27000.0,CHEMBL5619,PIM1 kinase,inactive,27000.0,4.568636235841013,387.4420000000001,2.824200000000001,3.0,6.0
CHEMBL460353,Cc1ccccc1NC(=O)c1cccc(NC(=O)CCC(=O)O)c1,35000.0,CHEMBL5619,PIM1 kinase,inactive,35000.0,4.455931955649724,326.3520000000001,3.0506200000000003,3.0,3.0
CHEMBL460354,O=[N+]([O-])c1ccccc1-c1nnc(CSc2nnc(-c3ccccc3O)o2)o1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,397.3720000000001,3.6927000000000016,1.0,10.0
CHEMBL462696,O=[N+]([O-])c1ccccc1-c1nnc(CSc2nc(-c3ccccc3O)n[nH]2)o1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,396.3880000000001,3.4278000000000026,2.0,9.0
CHEMBL518673,N#C/C(=C\c1ccc(-c2ccccc2[N+](=O)[O-])o1)S(=O)(=O)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,380.3810000000001,4.1931800000000035,0.0,6.0
CHEMBL461208,CCc1cc2c(=O)c(-c3nc4ccccc4s3)c(C)oc2cc1OS(C)(=O)=O,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,415.4920000000002,4.278920000000003,0.0,7.0
CHEMBL518188,O=C(Nc1ccccc1O)c1cc(S(=O)(=O)N2CCCCCC2)ccc1Cl,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,408.90700000000027,3.862600000000003,2.0,4.0
CHEMBL461209,O=C(Nc1ccccc1O)c1cccc(S(=O)(=O)N2CCCC2)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,346.4080000000002,2.4290000000000003,2.0,4.0
CHEMBL461424,O=S(=O)(NCc1ccccc1)c1ccc(S(=O)(=O)N(Cc2ccc(Cl)cc2)Cc2ccco2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,531.0550000000004,4.802600000000004,1.0,5.0
CHEMBL518634,COc1ccccc1C(=O)NCC(C)(C)CNC1=NS(=O)(=O)c2ccccc21,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,401.48800000000006,2.1898999999999997,2.0,5.0
CHEMBL461010,O=S(=O)(Nc1ccc(NS(=O)(=O)c2cccs2)cc1)c1cccs1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,400.5280000000001,3.411200000000002,2.0,6.0
CHEMBL459744,Cc1ccc(S(=O)(=O)CCc2nnc(NC(=O)CC3CC4CCC3C4)s2)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,419.57200000000023,3.6277200000000027,1.0,6.0
CHEMBL459529,CCN(CC)S(=O)(=O)c1ccc(OC)c(NC(=O)C2CCCO2)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,356.4440000000002,1.8431999999999995,1.0,5.0
CHEMBL459743,CC(C)(C)NS(=O)(=O)c1ccc2oc3ccc(S(=O)(=O)NC(C)(C)C)cc3c2c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,438.5710000000002,3.739600000000002,2.0,5.0
CHEMBL516778,Cc1ccc(-c2nnc3c4ccccc4c(C)nn23)cc1S(=O)(=O)N1CCOCC1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,423.49800000000033,2.5822400000000005,0.0,7.0
CHEMBL452994,COC(=O)COc1ccc(S(=O)(=O)N2CCCCC2)cc1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,327.40200000000016,1.7214199999999997,0.0,5.0
CHEMBL467217,COC(=O)C1C(=O)C2=C(CC1C)NC(C)=C(C(=O)OC1CCCC1)C2c1ccccc1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,437.5360000000003,4.093820000000003,1.0,6.0
CHEMBL511913,O=C(Cn1cc(C(=O)c2ccco2)c2ccccc21)NCc1cccnc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,359.38500000000005,3.176700000000001,1.0,5.0
CHEMBL467423,COC(=O)C1C(=O)c2c([nH]c(C(=O)OC3CCCCC3)c2C)CC1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,347.4110000000001,2.976720000000001,1.0,5.0
CHEMBL448847,COC(=O)C1C(=O)c2c([nH]c(C(=O)OCC3CCCO3)c2C)CC1C,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,349.3830000000001,1.8230199999999992,1.0,6.0
CHEMBL448142,Cc1cc(S(=O)(=O)N2CCOCC2)ccc1OCC(=O)N1CCCC1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,368.4550000000002,1.0171199999999998,0.0,5.0
CHEMBL460993,C=CCn1c(Cc2ccccc2)nnc1SCC(=O)Nc1nnc(C)s1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,386.5060000000001,2.945620000000001,1.0,8.0
CHEMBL460994,CCN(CC)S(=O)(=O)c1cccc(C(=O)Nc2ccccc2C(=O)O)c1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,376.4340000000001,2.6676,2.0,4.0
CHEMBL460995,Cc1c(OS(=O)(=O)c2ccccc2)cccc1OS(=O)(=O)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,404.46500000000015,3.530420000000002,0.0,6.0
CHEMBL459939,C=CCN1C(=O)C(Cc2ccccc2)S/C1=N/c1ccc(C(=O)O)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,366.4420000000001,3.745000000000002,1.0,4.0
CHEMBL517101,O=C(Nc1nnc(CCS(=O)(=O)c2ccc3ccccc3c2)s1)c1ccccc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,423.5190000000001,3.9600000000000026,1.0,6.0
CHEMBL459940,O=C(Nc1nnc(CCS(=O)(=O)c2ccc3ccccc3c2)s1)c1ccccc1Cl,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,457.96400000000017,4.613400000000003,1.0,6.0
CHEMBL461852,O=C(Nc1ccccc1O)c1cc(S(=O)(=O)N2CCCCC2)ccc1Cl,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,394.8800000000002,3.472500000000003,2.0,4.0
CHEMBL462059,CCN(c1ccc(C(O)(C(=O)OC)C(F)(F)F)cc1)S(=O)(=O)c1ccc(C)cc1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,431.4320000000001,3.1331200000000017,1.0,5.0
CHEMBL448868,COc1ccc(/C=C/C(=O)O)cc1S(=O)(=O)NC1CCS(=O)(=O)C1,100000.0,CHEMBL5619,PIM1 kinase,inactive,100000.0,4.0,375.42400000000015,0.2584000000000002,2.0,6.0
